Time,VID,LVD,FDO,VIP,SSH,RVID,RLVD,RFDO,RVIP,RSSH
333,40,31,5,37,7,1,3,1,0,0
335,40,31,5,36,7,1,3,1,0,0
336,40,31,5,37,7,1,3,1,0,0
337,40,31,5,36,7,1,3,1,0,0
343,40,30,5,36,8,1,3,1,0,0
347,39,30,5,36,8,1,3,1,0,0
348,39,29,5,36,8,1,3,1,0,0
352,38,29,5,35,8,1,3,1,0,0
359,38,29,5,34,8,1,3,1,0,0
360,37,29,4,34,8,1,3,1,0,0
362,37,29,4,34,7,1,3,1,0,0
364,37,28,4,34,7,1,3,1,0,0
365,37,28,4,33,6,1,3,1,0,0
367,36,28,4,32,6,1,3,1,0,0
373,36,27,4,30,6,1,3,1,0,0
377,36,26,4,30,6,1,3,1,0,0
378,36,25,4,30,6,1,3,1,0,0
382,36,24,4,30,6,1,3,1,0,0
385,36,22,4,30,6,1,3,1,0,0
386,35,22,4,30,6,1,3,1,0,0
390,35,21,4,30,6,1,3,1,0,0
392,34,21,4,30,6,1,3,1,0,0
395,34,20,4,30,6,1,3,1,0,0
397,34,19,4,30,6,1,3,1,0,0
